context,question,text,title,
"Why is everyone whispering?

Sorry, Linda. O.K. We have a few things to talk about today. Susan, would you like to give your report.

Yes, thank you. I have a sales graph I would like to show everyone. This shows how well we are selling our products this year.

This line is the sales of our products. And this line is the sales of our competitors’ products.

So if that line goes up, am I doing a good job?

Exactly.

O.K. And if that line goes up, does my salary go up?

Good question, Ann. We’ll talk about that after the meeting.

Susan, do we have many competitors?

No, not really but enough to keep us busy. Anyway, good job, Ann. I’m sure you and Mark will do even better next month

Thank you, Susan. Very good. Tom, do you have anything to tell everyone.

Yes. Don’t forget, if you want me to buy something for your office, the deadline is tomorrow.

Oh I need a new typewriter. Mine is broken.

O.K. No problem. If anyone wants me to buy something, tell me before the deadline.

O.K. Is that everything? O.K. I think that’s all. You can go now.

Oh, wait Mark has a presentation he would like to give about his new job.

Oh, yeah, O.K.",what is Mark supposed to do?,a presentation,meeting_3,201
"Why is everyone whispering?

Sorry, Linda. O.K. We have a few things to talk about today. Susan, would you like to give your report.

Yes, thank you. I have a sales graph I would like to show everyone. This shows how well we are selling our products this year.

This line is the sales of our products. And this line is the sales of our competitors’ products.

So if that line goes up, am I doing a good job?

Exactly.

O.K. And if that line goes up, does my salary go up?

Good question, Ann. We’ll talk about that after the meeting.

Susan, do we have many competitors?

No, not really but enough to keep us busy. Anyway, good job, Ann. I’m sure you and Mark will do even better next month

Thank you, Susan. Very good. Tom, do you have anything to tell everyone.

Yes. Don’t forget, if you want me to buy something for your office, the deadline is tomorrow.

Oh I need a new typewriter. Mine is broken.

O.K. No problem. If anyone wants me to buy something, tell me before the deadline.

O.K. Is that everything? O.K. I think that’s all. You can go now.

Oh, wait Mark has a presentation he would like to give about his new job.

Oh, yeah, O.K.",what is Mark's presentation about?,about his new job,meeting_3,201
"Why is everyone whispering?

Sorry, Linda. O.K. We have a few things to talk about today. Susan, would you like to give your report.

Yes, thank you. I have a sales graph I would like to show everyone. This shows how well we are selling our products this year.

This line is the sales of our products. And this line is the sales of our competitors’ products.

So if that line goes up, am I doing a good job?

Exactly.

O.K. And if that line goes up, does my salary go up?

Good question, Ann. We’ll talk about that after the meeting.

Susan, do we have many competitors?

No, not really but enough to keep us busy. Anyway, good job, Ann. I’m sure you and Mark will do even better next month

Thank you, Susan. Very good. Tom, do you have anything to tell everyone.

Yes. Don’t forget, if you want me to buy something for your office, the deadline is tomorrow.

Oh I need a new typewriter. Mine is broken.

O.K. No problem. If anyone wants me to buy something, tell me before the deadline.

O.K. Is that everything? O.K. I think that’s all. You can go now.

Oh, wait Mark has a presentation he would like to give about his new job.

Oh, yeah, O.K.",who is the note taker?,,meeting_3,201
"You’re not working on Monday? You didn’t work on Thursday, either! How many vacation days do you get? You certainly seem to get more than I do!
Well, actually I get twenty-five days of vacation, just like you, but my company allows us to work weekends and trade that for week days off. I worked two Saturdays in February and three Sundays in March, so now I have extra days to take.
I wish my company was flexible like that, but our office is totally closed on weekends.",How many days did the woman work on the weekend in Februrary?,two Saturdays,meeting_4,86
"You’re not working on Monday? You didn’t work on Thursday, either! How many vacation days do you get? You certainly seem to get more than I do!
Well, actually I get twenty-five days of vacation, just like you, but my company allows us to work weekends and trade that for week days off. I worked two Saturdays in February and three Sundays in March, so now I have extra days to take.
I wish my company was flexible like that, but our office is totally closed on weekends.",How many vacation days do the woman get?,twenty-five days,meeting_4,86
"You’re not working on Monday? You didn’t work on Thursday, either! How many vacation days do you get? You certainly seem to get more than I do!
Well, actually I get twenty-five days of vacation, just like you, but my company allows us to work weekends and trade that for week days off. I worked two Saturdays in February and three Sundays in March, so now I have extra days to take.
I wish my company was flexible like that, but our office is totally closed on weekends.",How many days did the woman work on the weekend in March?,three Sundays,meeting_4,86
"You’re not working on Monday? You didn’t work on Thursday, either! How many vacation days do you get? You certainly seem to get more than I do!
Well, actually I get twenty-five days of vacation, just like you, but my company allows us to work weekends and trade that for week days off. I worked two Saturdays in February and three Sundays in March, so now I have extra days to take.
I wish my company was flexible like that, but our office is totally closed on weekends.",When is the man's office closed?,on weekends,meeting_4,86
"You’re not working on Monday? You didn’t work on Thursday, either! How many vacation days do you get? You certainly seem to get more than I do!
Well, actually I get twenty-five days of vacation, just like you, but my company allows us to work weekends and trade that for week days off. I worked two Saturdays in February and three Sundays in March, so now I have extra days to take.
I wish my company was flexible like that, but our office is totally closed on weekends.",What are the speakers talking about?,vacation days,meeting_4,86
"Well, Mr. Donahue, I think that’s all we have to ask you. Now it’s your turn to do the speaking! Do you have any questions you’d like to ask us about the job?
Well, yes there are few things. For example, you asked me earlier if I had any project management experience. Does that mean that you’re looking for people with this kind of experience?
Oh, not necessarily, although clearly it would be an advantage. But no, what we’re looking for is the potential for leadership. Obviously the most important skills for the current job are the necessary computer programming expertise, but if we think someone has the necessary skills set for a leadership role in the future-things like organizational and communication skills, then we’re interested.
I see. Because, you see, although I haven’t actually done any project management, I did learn the principles when I was in university.",What did the speaker learn in university?,the principles,meeting_5,146
"Well, Mr. Donahue, I think that’s all we have to ask you. Now it’s your turn to do the speaking! Do you have any questions you’d like to ask us about the job?
Well, yes there are few things. For example, you asked me earlier if I had any project management experience. Does that mean that you’re looking for people with this kind of experience?
Oh, not necessarily, although clearly it would be an advantage. But no, what we’re looking for is the potential for leadership. Obviously the most important skills for the current job are the necessary computer programming expertise, but if we think someone has the necessary skills set for a leadership role in the future-things like organizational and communication skills, then we’re interested.
I see. Because, you see, although I haven’t actually done any project management, I did learn the principles when I was in university.",What did the speaker ask about earlier?,project management experience,meeting_5,146
